Offical Number,Release Date (m/d/y),Title,Guest(s),Length,Listens*,Category,Format,Panel,Guest Location,Venue,Link,Description,Notes,Total Number
210,12/2/2021,COVID By Numbers,"Anthony Masters, David Spiegelhalter",30:07:00,"3,106",Media,Long,"John, Rosemary",United Kingdom,Zoom,https://statsandstories.net/media1/covid-by-the-numbers,"There's so much data out there about COVID-19 it can be hard to make sense of it all. Over the last year, a couple of statisticians have been working to help the readers of the Guardian, get a handle on the numbers. Dr. Anthony Masters and Sir David John Spiegelhalter have a new book out based on their weekly blog titled Covid By Numbers: Making Sense of the Pandemic with Data, which is the focus of this episode of Stats and Stories.",,223
209,11/18/2021,Inoculating Your Mind ,Sander van der Linden,12:35:00,"2,756",Society,Short,"John, Rosemary",Netherlands,Zoom,https://statsandstories.net/society1/inoculating-your-mind,"The information age has been rife with more misinformation than any other time in human history. With the dissemination and spread of fakes news is at an all-time high, can people be trained to spot and pre-bunk misinformation and fake news. That’s what we’re here to learn about on today’s episode of Stats and Short Stories with guest Sander van der Linden. (11/18/2021)",,222
208,11/11/2021,Conspiracy Dissemination Dilemma ,Sander van der Linden,28:31:00,"2,990",Society,Long,"John, Rosemary",Netherlands,Zoom,https://statsandstories.net/society1/conspiracy-dissemination-dilemma,"Social media are complicated. With some research suggesting they're important spaces for digital community building and other scholars pointing out how social media can serve to actually disconnect people from one another. A growing concern among both academics in the public is the ways in which misinformation and conspiracies move through social media networks. That is the focus of this episode of Stats+Stories with guest Sander van der Linden.
",,221
207,11/4/2021,A Chance for Good,"Caitlin Augustin, Matt Brems",28:58:00,"2,991",Media,Long,"John, Rosemary",United States,Zoom,https://statsandstories.net/media1/a-chance-for-good,There's a lot of conversation happening about the ethical uses of data and statistics how much weight should we put on numbers at all? How thoroughly should we investigate the methodologies used to create them? And who has access to the data? A special issue of Chance focuses on statistics and data science for good and that is the topic of this episode of Stats and Stories with guests Caitlin Augustin and Matt Brems.,,220
206,10/28/2021,"No One is Poisoning Your Kids' Candy, Trust the Numbers",Joel Best,8:58:00,"2,536",Society,Short,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/society1/no-one-is-poisoning-your-kids-candy-trust-the-numbers,"The costumes are ready and the annual opportunity to go out and harass your neighbors to get candy is once again upon us. Yes, it's time for Halloween. And along with Halloween comes the worry, the concern the fear that in fact, someone will be poisoning my kid’s candy. This is something that has lived with us for decades and we have someone today that will help us investigate this mystery on this episode of Stats and Short Stories with guest Joel Best.",Last Richard Episode,219
205,10/21/2021,The Right to Be Left Alone,Christoph Kurz,25:51:00,"3,196",Society,Long,"John, Rosemary",Germany,Zoom,https://statsandstories.net/society1/the-right-to-be-left-alone,"With the ubiquity of technology in our lives have come concerns over privacy, security, and surveillance. These are particularly potent in relation to what's come to be called Big Data. Navigating the complicated terrain is a constant conversation in some sectors of the tech industry, as well as academia. And it's the focus of this episode of Stats and Stories with Christoph Kurz.",,218
204,10/14/2021,Wealth Inequality Escalation,Joseph Gastwirth,20:43:00,"3,075",Economics,Long,"John, Rosemary",United States,Zoom,https://statsandstories.net/economics1/wealth-inequality-escalation,"The issue of income inequality is one Americans continually wrestle with the COVID 19 pandemic bringing to light how housing, health, and general wellbeing are impacted by the unequal distribution of wealth. Income inequality in the United States is the focus of this episode of Stats and Stories with guest Joseph Gastwirth.",,217
203,10/7/2021,The Ocean Health Index,"Lelys Bravo, Julia Stewart Lowndes",27:14:00,"3,080",Environment,Long,"John, Rosemary",United States,Zoom,https://statsandstories.net/environment1/the-ocean-health-index,"The health of the world's oceans is a growing concern but measuring ocean health is a complicated undertaking. Some people studying the issue focus on pollution, while others look at the health of corals or marine mammals. One project attempts to take a comprehensive picture of the health of oceans in order to provide information about Oceanic vital signs to stakeholders. The Ocean Health Index is the focus of this episode of Stats+Stories with guests Lelys Bravo and Julia Stewart Lowndes.
",,216
202,9/30/2021,The Sports Statistic of the Year,Robert Mastrodomenico,26:54:00,"2,674",Sports,Long,"John, Rosemary",United Kingdom,Zoom,https://statsandstories.net/sports1/the-sports-statistic-of-the-year,"The COVID pandemic put many Sports on hold during 2020, but with the industry roaring back with the 2021 Summer Olympics as well as World Cup qualifier matches sports, and sports statistics, are back. Which is the perfect timing for the unveiling of the Royal Statistical Society's 2021 Sports Statistic of the Year.",,215
201,9/23/2021,Making Newsrooms More Data Friendly,Irineo Cabreros,23:19:00,"3,086",Media,Long,"John, Rosemary, Brian",United States,Zoom,https://statsandstories.net/media1/making-newsrooms-more-data-friendly,Newsrooms all over the world are embracing data journalism – looking for unique and thoughtful ways to use data to tell stories about their communities. But is every newsroom handling data as carefully as it should be? What safeguards are in place ensure journalists are using data in ethical ways? That’s the focus of this episode of Stats and Stories with guest Irineo Cabreros.,RSS Conference,214
200,9/16/2021,#MemeMedianMode Contest Winner! ,"Nynke Krol, Eric Daza",25:53:00,"3,368",Special,Long,"John, Rosemary, Richard","Netherlands, United States",Zoom,https://statsandstories.net/entertainment1/200th,"At Stats+Stories we're lucky to have listeners who put up with John's bad jokes and our general shenanigans. In fact, you've listened to 199 discussions of the statistics behind the stories and the stories behind the statistics. To mark our 100th episode we asked you to submit statistical headlines and a haiku won. For 200 we took to Twitter using the #MemeMedianMode hashtag and this time those that rose to the top actually memes. Today we're talking to the creators of our top two.",,213
199.75,9/9/2021,Stats on the Timeline,Natalie Dean,26:06:00,"3,117",Media,Long,"John, Rosemary, Brian",United States,Zoom,https://statsandstories.net/media1/stats-on-the-timeline,"Twitter can be cacophonous at times on a given day, serious analysis of the situation in Afghanistan, news stories about climate change, and Parry Gripp’s Music for Cat Piano Volume 1 can all compete for a user’s attention. This has only become more clear during the COVID 19 pandemic as it seems almost everyone is tweeting about the disease, with varying levels of expertise. However, there have been some experts who’ve been able to tweet through the noise, we’ll talk with one of them on this Royal Statistical Society edition of Stats and Stories with guest Natalie E. Dean.",RSS Conference,212
